WS Map_uicombfhp_data
Legal Town,Heat Pump Type,RNC,Sector,Source Program Name,Utility,Year,LEGAL TOWN,Program,Source Program,Project Measure: Measure Total Quantity
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,2
Sherman,Ground Source Heat Pump,Not RNC,RES,,Eversource,2017,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2017,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2018,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2018,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2018,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2018,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2019,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2019,SHERMAN,CLMTRS,,2
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,,Eversource,2020,SHERMAN,CLMTRS,,1
Sherman,Heat Pump Water Heater,Not RNC,RES,HVAC,Eversource,2020,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,Heat Pump Water Heater,Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,Heat Pump Water Heater,Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,Heat Pump Water Heater,Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,Heat Pump Water Heater,Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Sherman,Heat Pump Water Heater,Not RNC,RES,HVAC,Eversource,2021,SHERMAN,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HES-IE,Eversource,2021,SOUTHBURY,Tracksys,Single Family HES Income Eligible,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Ducted",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2017,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2018,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2019,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,,Eversource,2020,SOUTHBURY,CLMTRS,,2
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
Southbury,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,SOUTHBURY,Tracksys,Energy Optimization Rebate,1
