WS Map_uicombfhp_data
Legal Town,Heat Pump Type,RNC,Sector,Source Program Name,Utility,Year,LEGAL TOWN,Program,Source Program,Project Measure: Measure Total Quantity
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
Stonington,"Air Source Heat Pump, Mini Split",Not RNC,RES,HVAC,Eversource,2021,STONINGTON,Tracksys,Energy Optimization Rebate,1
